"subjects"	"S"	"prime"	"R"	"rt"
"3739"	"7"	"dog"	"WOOF"	"dog"	1.10614099896689
"4987"	"7"	"dog"	"WOOF"	"dog"	0.479691819481602
"4867"	"7"	"dog"	"MEOW"	"dog"	0.397680224838103
"2575"	"7"	"cat"	"WOOF"	"cat"	0.276296164895443
"2971"	"7"	"dog"	"WOOF"	"cat"	0.275888493974147
"3727"	"7"	"cat"	"WOOF"	"cat"	0.319848968329003
"1219"	"7"	"dog"	"MEOW"	"dog"	0.372113631627916
"3955"	"7"	"dog"	"MEOW"	"cat"	0.398883492395977
"5143"	"7"	"cat"	"MEOW"	"dog"	0.548870786023337
"4507"	"7"	"dog"	"WOOF"	"dog"	0.711345648060984
"5467"	"7"	"dog"	"WOOF"	"dog"	0.76796847528427
"463"	"7"	"cat"	"WOOF"	"dog"	0.491560171151374
"5359"	"7"	"cat"	"WOOF"	"cat"	0.368031159152779
"5419"	"7"	"dog"	"WOOF"	"dog"	0.505392224770856
"883"	"7"	"dog"	"MEOW"	"dog"	0.314678166053151
"4831"	"7"	"cat"	"WOOF"	"cat"	0.298527608411922
"163"	"7"	"dog"	"MEOW"	"dog"	0.394120216608073
"4051"	"7"	"dog"	"MEOW"	"dog"	0.363264057521794
"3307"	"7"	"dog"	"WOOF"	"dog"	0.733684522860405
"1543"	"7"	"cat"	"MEOW"	"cat"	0.439120912969924
"871"	"7"	"cat"	"MEOW"	"dog"	1.00657719283289
"5407"	"7"	"cat"	"WOOF"	"cat"	0.557485613922444
"1591"	"7"	"cat"	"MEOW"	"cat"	0.657889886761298
"2479"	"7"	"cat"	"WOOF"	"cat"	0.575705795594254
"2131"	"7"	"dog"	"MEOW"	"dog"	0.453530106733846
"4723"	"7"	"dog"	"MEOW"	"dog"	0.639012724624222
"4555"	"7"	"dog"	"WOOF"	"dog"	0.75248204202789
"811"	"7"	"dog"	"WOOF"	"dog"	0.563286966556819
"835"	"7"	"dog"	"MEOW"	"dog"	0.422810125498109
"4807"	"7"	"cat"	"MEOW"	"cat"	0.872046352987511
"1411"	"7"	"dog"	"MEOW"	"dog"	0.570562920643639
"295"	"7"	"cat"	"MEOW"	"dog"	0.51315812195209
"511"	"7"	"cat"	"WOOF"	"cat"	0.307846604283578
"739"	"7"	"dog"	"MEOW"	"dog"	0.321935052902592
"2599"	"7"	"cat"	"MEOW"	"dog"	0.434464784125277
"1987"	"7"	"dog"	"MEOW"	"dog"	0.622860556217597
"5203"	"7"	"dog"	"MEOW"	"dog"	0.837436277829979
"3595"	"7"	"dog"	"WOOF"	"dog"	0.934861818867771
"5227"	"7"	"dog"	"WOOF"	"cat"	0.306108877931347
"2947"	"7"	"dog"	"MEOW"	"cat"	0.840686467626188
"4375"	"7"	"cat"	"MEOW"	"cat"	0.35692184169405
"2719"	"7"	"cat"	"WOOF"	"cat"	0.323604398900263
"4411"	"7"	"dog"	"WOOF"	"dog"	0.444967945940121
"151"	"7"	"cat"	"MEOW"	"cat"	0.41152735511658
"139"	"7"	"dog"	"WOOF"	"cat"	0.289065698441593
"439"	"7"	"cat"	"MEOW"	"dog"	0.425579531197924
"2791"	"7"	"cat"	"MEOW"	"cat"	0.493432761317264
"2695"	"7"	"cat"	"MEOW"	"cat"	0.60126992835727
"823"	"7"	"cat"	"MEOW"	"dog"	0.367751062534777
"679"	"7"	"cat"	"MEOW"	"cat"	0.481063809596066
"3571"	"7"	"dog"	"MEOW"	"dog"	0.727352174657287
"1231"	"7"	"cat"	"WOOF"	"dog"	0.584024141443376
"2851"	"7"	"dog"	"MEOW"	"dog"	0.317642001604658
"2347"	"7"	"dog"	"WOOF"	"cat"	0.31206890837118
"1099"	"7"	"dog"	"WOOF"	"dog"	0.812000972248303
"4939"	"7"	"dog"	"WOOF"	"cat"	0.41275268471521
"3055"	"7"	"cat"	"WOOF"	"cat"	0.315141347255506
"3403"	"7"	"dog"	"WOOF"	"dog"	1.06031286528277
"3439"	"7"	"cat"	"WOOF"	"dog"	0.371280302871335
"2743"	"7"	"cat"	"MEOW"	"cat"	0.713639321398538
"3487"	"7"	"cat"	"WOOF"	"cat"	0.773210927819782
"2503"	"7"	"cat"	"MEOW"	"cat"	0.728779910704332
"3583"	"7"	"cat"	"WOOF"	"cat"	0.322603962109926
"5311"	"7"	"cat"	"WOOF"	"cat"	0.33635754300034
"2659"	"7"	"dog"	"MEOW"	"dog"	0.415735111292594
"4159"	"7"	"cat"	"WOOF"	"cat"	0.666699907534269
"2731"	"7"	"dog"	"WOOF"	"cat"	0.695672934698197
"895"	"7"	"cat"	"WOOF"	"cat"	0.302626716323903
"4471"	"7"	"cat"	"MEOW"	"cat"	0.477095639314997
"3667"	"7"	"dog"	"MEOW"	"dog"	0.33939383540385
"955"	"7"	"dog"	"WOOF"	"dog"	0.59561074840415
"3679"	"7"	"cat"	"WOOF"	"cat"	0.971108157041066
"2239"	"7"	"cat"	"WOOF"	"dog"	1.17072488461167
"271"	"7"	"cat"	"WOOF"	"cat"	0.374875499058993
"2707"	"7"	"dog"	"MEOW"	"dog"	0.461556431578601
"67"	"7"	"dog"	"MEOW"	"cat"	0.336338038875109
"3979"	"7"	"dog"	"WOOF"	"dog"	0.644745130417231
"1963"	"7"	"dog"	"WOOF"	"dog"	0.410719095469199
"5395"	"7"	"dog"	"MEOW"	"dog"	0.641214155833921
"3991"	"7"	"cat"	"MEOW"	"dog"	0.318797169054202
"3931"	"7"	"dog"	"WOOF"	"dog"	0.585957920935635
"4747"	"7"	"dog"	"WOOF"	"dog"	0.930440164411541
"2119"	"7"	"cat"	"MEOW"	"cat"	0.744421932110758
"3775"	"7"	"cat"	"WOOF"	"cat"	0.536742373181497
"5371"	"7"	"dog"	"WOOF"	"cat"	0.432529540465164
"3811"	"7"	"dog"	"MEOW"	"dog"	0.571774244030396
"103"	"7"	"cat"	"MEOW"	"dog"	0.388930650687108
"703"	"7"	"cat"	"WOOF"	"cat"	0.294860845552979
"619"	"7"	"dog"	"WOOF"	"cat"	0.393321484177968
"175"	"7"	"cat"	"WOOF"	"cat"	0.320687359842538
"3199"	"7"	"cat"	"WOOF"	"cat"	0.424191030490359
"43"	"7"	"dog"	"WOOF"	"dog"	1.2733875975349
"1471"	"7"	"cat"	"WOOF"	"cat"	1.05508607433415
"3835"	"7"	"dog"	"WOOF"	"dog"	0.510168650137697
"331"	"7"	"dog"	"WOOF"	"dog"	0.59009544210236
"1807"	"7"	"cat"	"WOOF"	"cat"	0.560945766775437
"559"	"7"	"cat"	"WOOF"	"cat"	0.672389525810511
"1423"	"7"	"cat"	"WOOF"	"cat"	0.423868318171135
"3847"	"7"	"cat"	"MEOW"	"cat"	0.607510453901998
"1567"	"7"	"cat"	"WOOF"	"cat"	0.77016263068046
"319"	"7"	"cat"	"WOOF"	"cat"	0.467190107093257
"4975"	"7"	"cat"	"WOOF"	"cat"	0.47002471205578
"3535"	"7"	"cat"	"WOOF"	"cat"	0.300846046029065
"4891"	"7"	"dog"	"WOOF"	"dog"	0.540551610993742
"1027"	"7"	"dog"	"MEOW"	"dog"	0.845044136779035
"2407"	"7"	"cat"	"MEOW"	"cat"	0.37603683810231
"4351"	"7"	"cat"	"WOOF"	"cat"	0.514296994544858
"4039"	"7"	"cat"	"MEOW"	"cat"	0.715850458901226
"1735"	"7"	"cat"	"MEOW"	"cat"	0.3798864919228
"475"	"7"	"dog"	"WOOF"	"dog"	0.562475554448535
"2227"	"7"	"dog"	"MEOW"	"dog"	0.791599866543373
"3319"	"7"	"cat"	"MEOW"	"dog"	0.345154751610619
"2551"	"7"	"cat"	"MEOW"	"cat"	0.484853070916829
"487"	"7"	"cat"	"MEOW"	"dog"	0.32196692007558
"2587"	"7"	"dog"	"WOOF"	"cat"	0.318503321723806
"571"	"7"	"dog"	"WOOF"	"cat"	0.297570324556539
"2143"	"7"	"cat"	"WOOF"	"cat"	0.321007051774708
"1123"	"7"	"dog"	"MEOW"	"dog"	0.66224486895607
"1651"	"7"	"dog"	"MEOW"	"dog"	0.409780712290708
"355"	"7"	"dog"	"MEOW"	"dog"	0.539652976962887
"4447"	"7"	"cat"	"WOOF"	"cat"	0.549017409914926
"2011"	"7"	"dog"	"WOOF"	"dog"	1.13259309641037
"2191"	"7"	"cat"	"WOOF"	"cat"	0.350127333463601
"2107"	"7"	"dog"	"WOOF"	"dog"	0.568252317073654
"691"	"7"	"dog"	"MEOW"	"dog"	0.312943272582108
"1015"	"7"	"cat"	"MEOW"	"cat"	0.906635996854499
"5047"	"7"	"cat"	"MEOW"	"cat"	1.07517809327606
"5263"	"7"	"cat"	"WOOF"	"cat"	0.31159021297043
"187"	"7"	"dog"	"WOOF"	"dog"	0.428965997356976
"3763"	"7"	"dog"	"MEOW"	"dog"	0.386532132494342
"3175"	"7"	"cat"	"MEOW"	"cat"	0.438521240352665
"1303"	"7"	"cat"	"MEOW"	"dog"	0.410065781152512
"2047"	"7"	"cat"	"WOOF"	"cat"	0.345691041669426
"4531"	"7"	"dog"	"MEOW"	"dog"	0.346048105518569
"2287"	"7"	"cat"	"WOOF"	"cat"	0.457110029820011
"1135"	"7"	"cat"	"WOOF"	"cat"	0.795924401526696
"2395"	"7"	"dog"	"WOOF"	"cat"	0.294165848190963
"4315"	"7"	"dog"	"WOOF"	"dog"	0.564604819968887
"2983"	"7"	"cat"	"MEOW"	"cat"	0.610467056796841
"3499"	"7"	"dog"	"WOOF"	"dog"	1.13175755581849
"1315"	"7"	"dog"	"MEOW"	"dog"	0.45660708312283
"5011"	"7"	"dog"	"MEOW"	"dog"	0.349643890630459
"4171"	"7"	"dog"	"WOOF"	"cat"	0.39995035018226
"4387"	"7"	"dog"	"MEOW"	"dog"	0.336717400465964
"1927"	"7"	"cat"	"MEOW"	"cat"	0.406429219639366
"1771"	"7"	"dog"	"WOOF"	"cat"	0.28859468105808
"4519"	"7"	"cat"	"MEOW"	"cat"	0.598625997695724
"1951"	"7"	"cat"	"WOOF"	"cat"	0.314765779157335
"3223"	"7"	"cat"	"MEOW"	"cat"	0.4791741309715
"2419"	"7"	"dog"	"MEOW"	"dog"	0.512920916599165
"5335"	"7"	"cat"	"MEOW"	"cat"	0.55458795714349
"2215"	"7"	"cat"	"MEOW"	"cat"	0.777564325693237
"464"	"8"	"cat"	"WOOF"	"cat"	0.402050405681526
"1100"	"8"	"dog"	"WOOF"	"dog"	0.653429839852546
"500"	"8"	"dog"	"MEOW"	"cat"	0.728359309740246
"4352"	"8"	"cat"	"WOOF"	"cat"	0.810995349231545
"5324"	"8"	"dog"	"WOOF"	"cat"	0.313358755236952
"4340"	"8"	"dog"	"MEOW"	"dog"	0.250263037728509
"896"	"8"	"cat"	"WOOF"	"cat"	0.221372730799238
"1844"	"8"	"dog"	"MEOW"	"cat"	0.322113085471528
"2012"	"8"	"dog"	"WOOF"	"dog"	0.332899107903456
"4928"	"8"	"cat"	"WOOF"	"cat"	0.360000116510708
"2696"	"8"	"cat"	"MEOW"	"cat"	0.744778739662583
"5468"	"8"	"dog"	"WOOF"	"dog"	0.386488807144737
"4544"	"8"	"cat"	"WOOF"	"cat"	0.22618562109003
"1004"	"8"	"dog"	"WOOF"	"cat"	0.26643098192977
"1160"	"8"	"cat"	"MEOW"	"cat"	0.241848318702543
"4964"	"8"	"dog"	"MEOW"	"cat"	0.24024868697533
"2192"	"8"	"cat"	"WOOF"	"cat"	0.415412808946673
"4700"	"8"	"dog"	"WOOF"	"dog"	0.346614422987515
"3380"	"8"	"dog"	"MEOW"	"dog"	0.475862870452913
"1628"	"8"	"dog"	"WOOF"	"dog"	0.333094417784815
"5384"	"8"	"cat"	"MEOW"	"cat"	0.266495643335781
"1952"	"8"	"cat"	"WOOF"	"cat"	0.205905034598779
"560"	"8"	"cat"	"WOOF"	"cat"	0.545127483547555
"2000"	"8"	"cat"	"WOOF"	"cat"	0.624877626657347
"1796"	"8"	"dog"	"MEOW"	"dog"	0.236607974007715
"620"	"8"	"dog"	"WOOF"	"dog"	0.291975513603701
"236"	"8"	"dog"	"WOOF"	"dog"	0.393443983911997
"5288"	"8"	"cat"	"MEOW"	"cat"	0.633473246961864
"2708"	"8"	"dog"	"MEOW"	"dog"	0.499438178977295
"404"	"8"	"dog"	"MEOW"	"cat"	0.735759360749494
"1400"	"8"	"cat"	"MEOW"	"dog"	0.309752989679069
"2444"	"8"	"dog"	"WOOF"	"cat"	0.199196750824502
"668"	"8"	"dog"	"WOOF"	"dog"	1.15565261764439
"4196"	"8"	"dog"	"MEOW"	"dog"	0.399375629872293
"1556"	"8"	"dog"	"MEOW"	"dog"	0.296446506902237
"1136"	"8"	"cat"	"WOOF"	"dog"	0.373562798638773
"5432"	"8"	"cat"	"MEOW"	"cat"	0.419009815404521
"2756"	"8"	"dog"	"MEOW"	"dog"	0.273446699743912
"1220"	"8"	"dog"	"MEOW"	"dog"	0.460302179176804
"3740"	"8"	"dog"	"WOOF"	"dog"	0.718683823462828
"2780"	"8"	"dog"	"WOOF"	"dog"	0.455534061203127
"2480"	"8"	"cat"	"WOOF"	"cat"	0.403119255021913
"1760"	"8"	"cat"	"WOOF"	"cat"	0.216588193113889
"1388"	"8"	"dog"	"WOOF"	"dog"	0.856416075013774
"608"	"8"	"cat"	"WOOF"	"dog"	0.304951100797871
"2684"	"8"	"dog"	"WOOF"	"dog"	0.817806909892983
"3068"	"8"	"dog"	"WOOF"	"dog"	0.325221961728118
"3236"	"8"	"dog"	"MEOW"	"dog"	0.313096274474793
"4592"	"8"	"cat"	"WOOF"	"cat"	0.20162971329433
"3644"	"8"	"dog"	"WOOF"	"dog"	0.436411598815456
"2792"	"8"	"cat"	"MEOW"	"cat"	0.934813026468453
"56"	"8"	"cat"	"MEOW"	"cat"	0.6407189867524
"4208"	"8"	"cat"	"WOOF"	"cat"	0.582041663797884
"80"	"8"	"cat"	"WOOF"	"cat"	0.284304581492525
"1880"	"8"	"cat"	"MEOW"	"cat"	0.662481485213411
"2372"	"8"	"dog"	"MEOW"	"dog"	0.329191218882921
"488"	"8"	"cat"	"MEOW"	"cat"	0.91950192857513
"2552"	"8"	"cat"	"MEOW"	"cat"	0.468627271845811
"3416"	"8"	"cat"	"MEOW"	"cat"	0.254565499071608
"2348"	"8"	"dog"	"WOOF"	"dog"	0.267026578469486
"2492"	"8"	"dog"	"WOOF"	"cat"	0.225278557019441
"4412"	"8"	"dog"	"WOOF"	"dog"	0.25330334731029
"4844"	"8"	"dog"	"WOOF"	"dog"	0.298626622299781
"4820"	"8"	"dog"	"MEOW"	"dog"	0.337778066425509
"3428"	"8"	"dog"	"MEOW"	"dog"	0.485311269638177
"3560"	"8"	"cat"	"MEOW"	"cat"	0.347635408345814
"2576"	"8"	"cat"	"WOOF"	"cat"	0.272034795354353
"3008"	"8"	"cat"	"WOOF"	"cat"	0.234509232205657
"5156"	"8"	"dog"	"MEOW"	"cat"	0.548231442034346
"1604"	"8"	"dog"	"MEOW"	"dog"	0.524454170869148
"1748"	"8"	"dog"	"MEOW"	"cat"	0.226712521513032
"4016"	"8"	"cat"	"WOOF"	"cat"	0.354687711348181
"3116"	"8"	"dog"	"WOOF"	"dog"	0.288483003122583
"1316"	"8"	"dog"	"MEOW"	"dog"	0.458789219657994
"3848"	"8"	"cat"	"MEOW"	"cat"	0.263801651798109
"1340"	"8"	"dog"	"WOOF"	"dog"	0.451470651334566
"1832"	"8"	"cat"	"MEOW"	"cat"	0.236547410548277
"92"	"8"	"dog"	"WOOF"	"dog"	0.691673292985327
"3056"	"8"	"cat"	"WOOF"	"cat"	0.277210707088618
"824"	"8"	"cat"	"MEOW"	"cat"	0.287977176896852
"3548"	"8"	"dog"	"WOOF"	"dog"	0.281772128090975
"4568"	"8"	"cat"	"MEOW"	"cat"	0.546417919291961
"2840"	"8"	"cat"	"MEOW"	"cat"	0.548361860161703
"356"	"8"	"dog"	"MEOW"	"dog"	0.236056085171827
"5084"	"8"	"dog"	"WOOF"	"cat"	0.275217220284401
"2072"	"8"	"cat"	"MEOW"	"cat"	1.06548296103382
"2504"	"8"	"cat"	"MEOW"	"dog"	0.414003162764644
"5120"	"8"	"cat"	"WOOF"	"cat"	0.250376990748398
"2900"	"8"	"dog"	"MEOW"	"dog"	0.447928810249953
"4532"	"8"	"dog"	"MEOW"	"dog"	0.285403203535284
"3020"	"8"	"dog"	"WOOF"	"cat"	0.199294881038346
"1256"	"8"	"cat"	"MEOW"	"cat"	0.476659330195972
"2516"	"8"	"dog"	"MEOW"	"dog"	0.459749116020565
"2252"	"8"	"dog"	"WOOF"	"dog"	0.2924353056014
"2036"	"8"	"dog"	"MEOW"	"dog"	0.436267502148259
"2156"	"8"	"dog"	"WOOF"	"dog"	0.322987252209127
"3140"	"8"	"dog"	"MEOW"	"dog"	0.320249419516547
"1508"	"8"	"dog"	"MEOW"	"cat"	0.352604346602402
"4280"	"8"	"cat"	"MEOW"	"cat"	0.543463574045019
"4508"	"8"	"dog"	"WOOF"	"dog"	0.243425315438447
"4448"	"8"	"cat"	"WOOF"	"cat"	1.20356629194592
"5180"	"8"	"dog"	"WOOF"	"dog"	0.33830414247714
"4124"	"8"	"dog"	"WOOF"	"cat"	0.281429908187062
"2888"	"8"	"cat"	"MEOW"	"cat"	0.392234641217792
"2804"	"8"	"dog"	"MEOW"	"dog"	0.376133904888294
"932"	"8"	"dog"	"MEOW"	"dog"	0.288402593280004
"3392"	"8"	"cat"	"WOOF"	"dog"	0.335474633411855
"1484"	"8"	"dog"	"WOOF"	"dog"	0.323927585597639
"3992"	"8"	"cat"	"MEOW"	"cat"	0.227869914304435
"32"	"8"	"cat"	"WOOF"	"cat"	0.917624932826186
"3716"	"8"	"dog"	"MEOW"	"dog"	0.252910454864668
"3884"	"8"	"dog"	"WOOF"	"dog"	0.382393339359857
"1244"	"8"	"dog"	"WOOF"	"cat"	0.271992767543859
"1544"	"8"	"cat"	"MEOW"	"cat"	0.407182994600631
"704"	"8"	"cat"	"WOOF"	"cat"	0.258114091677414
"1352"	"8"	"cat"	"MEOW"	"dog"	0.845178526798793
"3584"	"8"	"cat"	"WOOF"	"cat"	0.356970940409793
"3476"	"8"	"dog"	"MEOW"	"cat"	0.349115642465408
"3824"	"8"	"cat"	"WOOF"	"cat"	0.325326552624627
"4616"	"8"	"cat"	"MEOW"	"cat"	0.834588545099165
"2084"	"8"	"dog"	"MEOW"	"dog"	0.647067179346472
"3368"	"8"	"cat"	"MEOW"	"cat"	0.227871740966466
"992"	"8"	"cat"	"WOOF"	"cat"	0.453003899648239
"4556"	"8"	"dog"	"WOOF"	"cat"	0.271137876401503
"2828"	"8"	"dog"	"WOOF"	"cat"	0.416670057538438
"4880"	"8"	"cat"	"WOOF"	"cat"	0.236691215057468
"2924"	"8"	"dog"	"WOOF"	"dog"	0.434644952220682
"1376"	"8"	"cat"	"WOOF"	"cat"	0.820720210254905
"5216"	"8"	"cat"	"WOOF"	"cat"	0.820793299128482
"476"	"8"	"dog"	"WOOF"	"dog"	0.372946074021067
"548"	"8"	"dog"	"MEOW"	"dog"	0.918783961146888
"344"	"8"	"cat"	"MEOW"	"dog"	0.657886546237824
"1916"	"8"	"dog"	"WOOF"	"dog"	0.356180444143529
"380"	"8"	"dog"	"WOOF"	"dog"	0.406489111391556
"3296"	"8"	"cat"	"WOOF"	"dog"	0.387079834374966
"4808"	"8"	"cat"	"MEOW"	"dog"	0.27593549423852
"632"	"8"	"cat"	"MEOW"	"cat"	0.255568223851856
"3788"	"8"	"dog"	"WOOF"	"dog"	0.811111488785582
"3860"	"8"	"dog"	"MEOW"	"dog"	1.18158902129922
"2300"	"8"	"dog"	"WOOF"	"dog"	0.283195618875739
"752"	"8"	"cat"	"WOOF"	"cat"	0.469240605350561
"776"	"8"	"cat"	"MEOW"	"cat"	0.338881235739363
"5360"	"8"	"cat"	"WOOF"	"cat"	0.389045934537272
"3764"	"8"	"dog"	"MEOW"	"dog"	0.461593750849256
"884"	"8"	"dog"	"MEOW"	"cat"	0.401638291164813
"1580"	"8"	"dog"	"WOOF"	"dog"	0.632266253113081
"3452"	"8"	"dog"	"WOOF"	"cat"	0.243758926995683
"2180"	"8"	"dog"	"MEOW"	"dog"	0.67204190162555
"4976"	"8"	"cat"	"WOOF"	"cat"	0.463107835846639
"3032"	"8"	"cat"	"MEOW"	"cat"	0.552663778823297
"3536"	"8"	"cat"	"WOOF"	"dog"	0.39955345012714
"5396"	"8"	"dog"	"MEOW"	"dog"	0.275782805260187
"524"	"8"	"dog"	"WOOF"	"dog"	0.32283331842422
"1208"	"8"	"cat"	"MEOW"	"cat"	0.623892326701426
"2876"	"8"	"dog"	"WOOF"	"dog"	0.320689132308031
"4172"	"8"	"dog"	"WOOF"	"dog"	0.947510183678058
"1112"	"8"	"cat"	"MEOW"	"cat"	0.783161544894361
"1172"	"8"	"dog"	"MEOW"	"dog"	0.347000568999741
"4376"	"8"	"cat"	"MEOW"	"dog"	0.30175404330159
"4796"	"8"	"dog"	"WOOF"	"dog"	0.56966181755754
"3896"	"8"	"cat"	"MEOW"	"cat"	0.277326781659838
"5228"	"8"	"dog"	"WOOF"	"cat"	0.321385026915736
"2936"	"8"	"cat"	"MEOW"	"cat"	0.24895339408732
"4424"	"8"	"cat"	"MEOW"	"cat"	0.540995312441518
"1436"	"8"	"dog"	"WOOF"	"dog"	0.215286587546834
"680"	"8"	"cat"	"MEOW"	"cat"	0.381328683376358
"2612"	"8"	"dog"	"MEOW"	"dog"	0.761309888263613
"116"	"8"	"dog"	"MEOW"	"cat"	0.222021019560785
"1052"	"8"	"dog"	"WOOF"	"cat"	0.237190858794019
"1712"	"8"	"cat"	"WOOF"	"cat"	0.469328134863174
"2972"	"8"	"dog"	"WOOF"	"dog"	0.532832009928745
"4112"	"8"	"cat"	"WOOF"	"cat"	0.500988418273352
"5264"	"8"	"cat"	"WOOF"	"cat"	0.49103191901143
"260"	"8"	"dog"	"MEOW"	"cat"	0.936953347528707
"1472"	"8"	"cat"	"WOOF"	"cat"	0.285535621312907
"1664"	"8"	"cat"	"WOOF"	"cat"	0.340321969049537
"728"	"8"	"cat"	"MEOW"	"cat"	0.330876639266435
"2420"	"8"	"dog"	"MEOW"	"dog"	0.460685615337693
"1040"	"8"	"cat"	"WOOF"	"cat"	0.411666463259493
"4688"	"8"	"cat"	"WOOF"	"dog"	0.284817949053713
"5204"	"8"	"dog"	"MEOW"	"dog"	0.293247770190158
"224"	"8"	"cat"	"WOOF"	"cat"	0.45612783914114
"3920"	"8"	"cat"	"WOOF"	"cat"	0.22738862279825
"3908"	"8"	"dog"	"MEOW"	"dog"	0.46786059827556
"3440"	"8"	"cat"	"WOOF"	"cat"	0.359147617071753
"4988"	"8"	"dog"	"WOOF"	"dog"	0.478331087970445
"1448"	"8"	"cat"	"MEOW"	"cat"	0.791579991446931
"3176"	"8"	"cat"	"MEOW"	"cat"	0.44256598390622
"3932"	"8"	"dog"	"WOOF"	"dog"	1.00575655688695
"2168"	"8"	"cat"	"MEOW"	"dog"	0.411983674693093
"2540"	"8"	"dog"	"WOOF"	"dog"	0.323045178581451
"3488"	"8"	"cat"	"WOOF"	"cat"	0.213806681589405
"128"	"8"	"cat"	"WOOF"	"cat"	0.466706948364573
"3284"	"8"	"dog"	"MEOW"	"dog"	0.42953194226134
"2336"	"8"	"cat"	"WOOF"	"cat"	0.597189030728569
"2216"	"8"	"cat"	"MEOW"	"dog"	0.390833561645795
"5060"	"8"	"dog"	"MEOW"	"dog"	0.39512664919796
"152"	"8"	"cat"	"MEOW"	"cat"	0.574314133890695
"1124"	"8"	"dog"	"MEOW"	"cat"	1.42443151899657
"1640"	"8"	"cat"	"MEOW"	"cat"	0.317334042165783
"2912"	"8"	"cat"	"WOOF"	"cat"	0.722553596300788
"4100"	"8"	"dog"	"MEOW"	"dog"	0.342504471556579
"2864"	"8"	"cat"	"WOOF"	"cat"	0.392619086818356
"2432"	"8"	"cat"	"WOOF"	"cat"	0.504008128530228
"5408"	"8"	"cat"	"WOOF"	"cat"	0.377637875034931
"572"	"8"	"dog"	"WOOF"	"dog"	0.571785867835257
"5300"	"8"	"dog"	"MEOW"	"dog"	0.275300260831787
"2396"	"8"	"dog"	"WOOF"	"cat"	0.237615485251515
"2720"	"8"	"cat"	"WOOF"	"cat"	0.244312036819886
"1568"	"8"	"cat"	"WOOF"	"cat"	0.283322348536153
"692"	"8"	"dog"	"MEOW"	"cat"	0.347446366605102
"1328"	"8"	"cat"	"WOOF"	"cat"	0.629580493563857
"2384"	"8"	"cat"	"WOOF"	"cat"	0.516499428355321
"176"	"8"	"cat"	"WOOF"	"dog"	0.398928716289954
"2120"	"8"	"cat"	"MEOW"	"cat"	0.517043309752664
"3728"	"8"	"cat"	"WOOF"	"cat"	0.240434361709451
"4760"	"8"	"cat"	"MEOW"	"cat"	0.477759598664869
"2564"	"8"	"dog"	"MEOW"	"dog"	0.405216485795166
"1304"	"8"	"cat"	"MEOW"	"cat"	0.297474016462783
"3248"	"8"	"cat"	"WOOF"	"cat"	0.283597487144637
"5144"	"8"	"cat"	"MEOW"	"cat"	0.331869712700562
"1592"	"8"	"cat"	"MEOW"	"cat"	0.415518062313191
"1364"	"8"	"dog"	"MEOW"	"dog"	0.333225735862496
"3188"	"8"	"dog"	"MEOW"	"dog"	0.635891739524085
"3224"	"8"	"cat"	"MEOW"	"dog"	0.374376256641128
"3512"	"8"	"cat"	"MEOW"	"dog"	0.306233006240352
"4640"	"8"	"cat"	"WOOF"	"cat"	0.391700641687703
"956"	"8"	"dog"	"WOOF"	"dog"	0.425363063756562
"5276"	"8"	"dog"	"WOOF"	"cat"	0.444423160302689
"5024"	"8"	"cat"	"WOOF"	"cat"	0.377388003728464
"1412"	"8"	"dog"	"MEOW"	"dog"	0.328191822130415
"4040"	"8"	"cat"	"MEOW"	"dog"	0.782508465931654
"44"	"8"	"dog"	"WOOF"	"dog"	0.773591989873261
"3968"	"8"	"cat"	"WOOF"	"cat"	0.353568977857397
"1856"	"8"	"cat"	"WOOF"	"dog"	0.24351819873654
"3500"	"8"	"dog"	"WOOF"	"dog"	0.248042088218793
"2108"	"8"	"dog"	"WOOF"	"dog"	0.467164618803837
"980"	"8"	"dog"	"MEOW"	"dog"	0.445506766691305
"5096"	"8"	"cat"	"MEOW"	"cat"	0.661685743265354
"1088"	"8"	"cat"	"WOOF"	"cat"	0.594492713467854
"3872"	"8"	"cat"	"WOOF"	"cat"	0.740386834934812
"4496"	"8"	"cat"	"WOOF"	"cat"	0.252590871060212
"1532"	"8"	"dog"	"WOOF"	"dog"	1.03212199027899
"320"	"8"	"cat"	"WOOF"	"cat"	0.744911175910923
"1652"	"8"	"dog"	"MEOW"	"dog"	0.221984971044357
"4328"	"8"	"cat"	"MEOW"	"cat"	0.319612595992344
"8"	"8"	"cat"	"MEOW"	"cat"	0.769175225889852
"5312"	"8"	"cat"	"WOOF"	"dog"	0.476212695683015
"908"	"8"	"dog"	"WOOF"	"dog"	0.242259582822326
"3464"	"8"	"cat"	"MEOW"	"cat"	0.896666405953452
"1724"	"8"	"dog"	"WOOF"	"cat"	0.508042635301672
"1784"	"8"	"cat"	"MEOW"	"cat"	0.310309361238477
"3200"	"8"	"cat"	"WOOF"	"cat"	0.565404418815575
"3356"	"8"	"dog"	"WOOF"	"cat"	0.229109792020056
"452"	"8"	"dog"	"MEOW"	"dog"	0.27684978394917
"944"	"8"	"cat"	"WOOF"	"dog"	0.22817638045629
"1016"	"8"	"cat"	"MEOW"	"cat"	0.735830484215114
"1520"	"8"	"cat"	"WOOF"	"dog"	0.301641046953477
"5444"	"8"	"dog"	"MEOW"	"cat"	0.242960200173624
"536"	"8"	"cat"	"MEOW"	"dog"	0.701859929285631
"5420"	"8"	"dog"	"WOOF"	"cat"	0.673159730164543
